Property Name ,Interval Identifier ,Property ID ,Country Name ,Primary Commodity ,Hole ID ,Reported Date (mm/dd/yyyy),Primary Interval Commodity ,Reporting Company ,Reporting Company ID ,Stage (At Time of Ann.) ,Significant Interval? Yes/No,Surface or Underground? ,Exploration Purpose ,Exchg,From (Date -1),To (Date + 20),Market Cap Range,"Market Cap ($M) (From, date -1)","Market Cap ($M) (To, date + 20)",Gain,within 21 d?,Rank,Relevant asterisk/ footnote,New Rank,Notes
Valentine Lake,730997,28192,Canada,Gold,MA-16-136,11/21/2016,Gold,Marathon Gold Corporation,4352057,Reserves Development,Yes,Surface,Extension,MOZ-TSX,0.3846,0.4254,>10 - 100,45.38,50.2,10.61%,FALSE,121,,,
Claudia,748680,34615,Argentina,Gold,IODDH-20,12/16/2016,Silver,Mirasol Resources Ltd.,4352514,Target Outline,No,Surface,Exploration,MRZ-TVX,0.9199,1.1508,>10 - 100,45.1,56.31,25.10%,FALSE,45,,,
Valentine Lake,746761,28192,Canada,Gold,MA-16-149,12/14/2016,Gold,Marathon Gold Corporation,4352057,Reserves Development,Yes,Surface,Extension,MOZ-TSX,0.4039,0.4177,>10 - 100,47.67,49.29,3.40%,FALSE,207,,,
Madsen,704309,28195,Canada,Gold,PG16-198,10/3/2016,Gold,Pure Gold Mining Inc.,4351773,Prefeas/Scoping,Yes,Surface,Extension,PGM-TVX,0.5708,0.525,>10 - 100,98.51,90.61,-8.02%,FALSE,439,,,
Madsen,720343,28195,Canada,Gold,PG16-229,10/31/2016,Gold,Pure Gold Mining Inc.,4351773,Prefeas/Scoping,Yes,Surface,Extension,PGM-TVX,0.5163,0.3587,>10 - 100,89.1,61.9,-30.53%,FALSE,708,,,
Block 5,728893,38765,Oman,Copper,16B5DD018,11/16/2016,Copper,Savannah Resources Plc,4356041,Reserves Development,No,Surface,Metallurgical,SAV-AIMLSE,0.0619,0.0761,>10 - 100,27.84,34.34,22.94%,FALSE,51,,,
Madsen,727644,28195,Canada,Gold,PG16-233,11/14/2016,Gold,Pure Gold Mining Inc.,4351773,Prefeas/Scoping,Yes,Surface,Extension,PGM-TVX,0.3513,0.346,>10 - 100,60.62,59.72,-1.49%,FALSE,310,,,
Madsen,753199,28195,Canada,Gold,PG16-279,12/20/2016,Gold,Pure Gold Mining Inc.,4351773,Prefeas/Scoping,Yes,Surface,Extension,PGM-TVX,0.321,0.4087,>10 - 100,55.4,70.53,27.30%,FALSE,38,,,
Dublin Gulch,732572,28196,Canada,Gold,DG16-750C,11/22/2016,Gold,Victoria Gold Corp.,4355212,Feasibility Complete,Yes,Surface,Extension,VIT-TVX,0.403,0.3732,>100,202.46,187.63,-7.41%,FALSE,430,,,
San Gregorio,709031,28202,Uruguay,Gold,DDHUGSG16-024_07,10/12/2016,Gold,Orosur Mining Inc.,4353117,Operating,Yes,Underground,Extension,OMI-TSX,0.1854,0.2242,>10 - 100,18.47,22.4,20.92%,FALSE,58,,,
Chelopech,751376,28244,Bulgaria,Gold,EXT150_440_06,12/20/2016,Gold,Dundee Precious Metals Inc.,4349826,Operating,Yes,Surface,Extension,DPM-TSX,1.5155,2.3763,>100,243.37,381.6,56.80%,FALSE,9,,1,
Thalanga,723400,25699,Australia,Zinc,TH684,11/7/2016,Copper,Red River Resources Limited,4353695,Preproduction,No,Surface,Infill,RVR-ASX,0.1303,0.1561,>10 - 100,39.69,47.58,19.75%,FALSE,64,,,
Davyhurst,739273,26359,Australia,Gold,MIRC184,12/6/2016,Gold,Eastern Goldfields Limited,4354674,Feasibility Started,No,In Pit,Infill,EGS-ASX,0.1569,0.1579,>10 - 100,76.82,77.2,0.60%,FALSE,248,,,
Northshore,720068,28293,Canada,Gold,A-16-20,11/1/2016,Gold,Balmoral Resources Ltd.,4348424,Reserves Development,Yes,Surface,Extension,BAR-TSX,0.6565,0.6717,>10 - 100,82.27,84.3,2.31%,FALSE,220,,,
Thalanga,750853,25699,Australia,Zinc,LTED05,12/21/2016,Gold,Red River Resources Limited,4353695,Preproduction,No,Surface,Exploration,RVR-ASX,0.1376,0.1639,>10 - 100,52.42,62.86,19.09%,FALSE,68,,,
Walford Creek,727420,28375,Australia,Copper,WFDD219,11/14/2016,Cobalt,Aeon Metals Limited,4347805,Prefeas/Scoping,Yes,Surface,Extension,AML-ASX,0.1243,0.1416,>10 - 100,43.25,49.24,13.85%,FALSE,93,,,
Walford Creek,730936,28375,Australia,Copper,WFDD223,11/21/2016,Cobalt,Aeon Metals Limited,4347805,Prefeas/Scoping,Yes,Surface,Extension,AML-ASX,0.1322,0.1416,>10 - 100,45.99,49.24,7.07%,FALSE,157,,,
Amancaya,746874,36386,Chile,Gold,AM-038,12/15/2016,Gold,Austral Gold Limited,4436512,Feasibility Started,No,Surface,Infill,AGD-ASX,0.1015,0.1201,>10 - 100,52.67,62.32,18.33%,FALSE,74,,,
Namib,745604,28426,Namibia,Lead,NLDD080,12/12/2016,Zinc,North River Resources Plc,4352884,Feasibility Complete,Yes,Underground,Extension,,NA,NA,NA,NA,NA,0.00%,FALSE,259,,,
Clarence Stream,793155,31842,Canada,Gold,CS-331,12/20/2016,Gold,Galway Metals Inc.,4379683,Reserves Development,No,Surface,Extension,GWM-TVX,0.224,0.2649,>10 - 100,13.01,15.39,18.26%,FALSE,76,,,
Leonora,736698,28500,Australia,Gold,MR16RC028,12/1/2016,Gold,Kin Mining NL,4361760,Prefeas/Scoping,Yes,Surface,Extension,KIN-ASX,0.1846,0.1341,>10 - 100,21.06,15.29,-27.39%,FALSE,685,,,
Sandstone,706566,28695,Australia,Gold,MSRC052,10/11/2016,Gold,Middle Island Resources Limited,4352272,Advanced Exploration,Yes,In Pit,Extension,MDI-ASX,0.0526,0.0487,>10 - 100,24.65,22.84,-7.36%,FALSE,427,,,
Sandstone,746807,28695,Australia,Gold,MSRC177,12/15/2016,Gold,Middle Island Resources Limited,4352272,Prefeas/Scoping,Yes,Surface,Extension,MDI-ASX,0.0323,0.0182,>10 - 100,15.16,8.53,-43.71%,FALSE,746,,,
Okvau-Ochung,731879,37515,Cambodia,Gold,DD16OKVMET005,10/18/2016,Gold,Emerald Resources NL,4659815,Feasibility Started,No,Surface,Metallurgical,EMR-ASX,0.032,0.0369,>10 - 100,66.32,76.51,15.37%,FALSE,83,,,
Bolgatanga,754982,51169,Ghana,Gold,NMDD035,12/20/2016,Gold,Cardinal Resources Limited,4353801,Reserves Development,No,Surface,Extension,CDV-ASX,0.156,0.1799,>10 - 100,47.42,54.7,15.35%,FALSE,84,,,
Yellowknife City,727070,28788,Canada,Gold,TWL16-026,11/10/2016,Gold,TerraX Minerals Inc.,4366758,Reserves Development,Yes,Surface,Extension,TXR-TVX,0.5135,0.4384,>10 - 100,51.08,43.62,-14.62%,FALSE,551,,,
Goldbanks,727683,28806,USA,Gold,GB13-07,10/26/2016,Gold,Premier Gold Mines Limited,4353435,Reserves Development,Yes,Surface,Discovery,PG-TSX,2.5165,1.8109,>100,505.8,364.56,-28.04%,FALSE,692,,,
Iskut,718481,28835,Canada,Gold,JM-16-06,10/26/2016,Gold,Seabridge Gold Inc.,4354072,Reserves Development,Yes,Surface,Exploration,SEA-TSX,11.1744,9.574,>100,604.96,518.77,-14.32%,FALSE,546,,,
Mt Celia,711436,28961,Australia,Gold,BPC103,10/14/2016,Gold,Legacy Iron Ore Limited,4332361,Reserves Development,Yes,Surface,Extension,LCY-ASX,0.0038,0.0038,<10,5.54,5.64,1.73%,FALSE,231,,,
Kibi,716545,28976,Ghana,Gold,CCDD16022,10/19/2016,Gold,Xtra-Gold Resources Corp.,4355495,Reserves Development,Yes,Surface,Extension,XTG-TSX,0.2094,0.1837,>10 - 100,10.15,8.9,-12.28%,FALSE,512,,,
Collerina,720346,67890,Australia,Copper,CORC037,11/2/2016,Copper,Helix Resources Limited,4350997,Target Outline,No,Surface,Extension,HLX-ASX,0.0421,0.048,>10 - 100,13,14.8,13.87%,FALSE,90,,,
Buckreef,715695,28987,Tanzania,Gold,BMDD202,10/18/2016,Gold,Tanzanian Royalty Exploration Corporation,4354731,Commissioning,Yes,Surface,Extension,TNX-TSX,0.6542,0.6491,>10 - 100,71.36,70.8,-0.78%,FALSE,289,,,
Tuvatu,753690,30062,Fiji,Gold,TUDDH 410,12/21/2016,Gold,Lion One Metals Limited,4351844,Prefeas/Scoping,No,Surface,Infill,LIO-TVX,0.6124,0.6968,>10 - 100,62.29,70.87,13.77%,FALSE,96,,,
Tijirit,705577,29012,Mauritania,Gold,T16RC081,10/5/2016,Gold,Algold Resources Limited,4361599,Reserves Development,Yes,Surface,Extension,ALG-TVX,0.2812,0.2659,>10 - 100,34.44,32.56,-5.46%,FALSE,386,,,
Tijirit,735477,29012,Mauritania,Gold,T16RC136,11/28/2016,Gold,Algold Resources Limited,4361599,Reserves Development,Yes,Surface,Extension,ALG-TVX,0.1887,0.1758,>10 - 100,23.11,22.07,-6.83%,FALSE,417,,,
Wassa,738922,29025,Ghana,Gold,BS16DD009,12/5/2016,Gold,Golden Star Resources Limited,4350601,Expansion,Yes,Surface,Infill,GSS-US,0.839,0.7068,>100,275.82,232.36,-15.76%,FALSE,566,,,
Duketon,730772,29079,Australia,Nickel,DKDD0004,11/21/2016,Gold,Duketon Mining Limited,4389593,Reserves Development,Yes,Surface,Extension,DKM-ASX,0.1359,0.149,>10 - 100,14.02,15.37,9.65%,FALSE,133,,,
Duketon,745450,29079,Australia,Nickel,DKAC0073,12/13/2016,Gold,Duketon Mining Limited,4389593,Reserves Development,Yes,Surface,Extension,DKM-ASX,0.1312,0.1194,>10 - 100,13.53,12.32,-8.97%,FALSE,452,,,
San Albino-Murra,705973,29108,Nicaragua,Gold,SA16-RC-61,10/6/2016,Gold,Golden Reign Resources Ltd.,4350594,Prefeas/Scoping,Yes,Surface,Extension,GRR-TVX,0.2274,0.2212,>10 - 100,37.13,36.11,-2.73%,FALSE,337,,,
San Albino-Murra,715625,29108,Nicaragua,Gold,AR16-TR-23,10/17/2016,Gold,Golden Reign Resources Ltd.,4350594,Prefeas/Scoping,Yes,In Pit,Extension,GRR-TVX,0.1977,0.2163,>10 - 100,32.28,35.31,9.39%,FALSE,136,,,
Authier,717482,29166,Canada,Lithium,AL-16-001,10/24/2016,Lithium,Sayona Mining Limited,4349737,Prefeas/Scoping,Yes,Surface,Extension,SYA-ASX,0.0175,0.0188,>10 - 100,14.02,15.11,7.80%,FALSE,149,,,
Authier,721780,29166,Canada,Lithium,AL-16-004,11/3/2016,Lithium,Sayona Mining Limited,4349737,Prefeas/Scoping,Yes,Surface,Extension,SYA-ASX,0.0184,0.0192,>10 - 100,14.76,15.4,4.34%,FALSE,196,,,
Fraser Range,705677,67493,Australia,Nickel,RKDD002,10/6/2016,Nickel,Legend Mining Limited,4351790,Target Outline,No,Surface,Exploration,LEG-ASX,0.0076,0.0084,>10 - 100,15.47,17.16,10.94%,FALSE,115,,,
Authier,728918,29166,Canada,Lithium,AL-16-011,11/17/2016,Lithium,Sayona Mining Limited,4349737,Prefeas/Scoping,Yes,Surface,Extension,SYA-ASX,0.0194,0.0247,>10 - 100,15.57,19.79,27.10%,FALSE,39,,,
Abu Marawat,708115,29210,Egypt,Gold,AHA-067,10/11/2016,Zinc,Aton Resources Inc.,4347895,Reserves Development,Yes,Surface,Extension,AAN-TVX,0.0566,0.056,<10,6.39,6.32,-1.11%,FALSE,295,,,
Abu Marawat,727097,29210,Egypt,Gold,AHA-079,11/10/2016,Silver,Aton Resources Inc.,4347895,Reserves Development,Yes,Surface,Extension,AAN-TVX,0.0484,0.0483,<10,5.46,5.45,-0.15%,FALSE,276,,,
Abu Marawat,735968,29210,Egypt,Gold,AHA-092,11/29/2016,Gold,Aton Resources Inc.,4347895,Reserves Development,Yes,Surface,Extension,AAN-TVX,0.0522,0.0485,<10,5.89,8.91,-7.01%,FALSE,420,,,
Bowdens,731425,29244,Australia,Silver,BD16001,11/22/2016,Silver,Silver Mines Limited,4354254,Feasibility Started,Yes,Surface,Extension,SVL-ASX,0.1289,0.1349,>10 - 100,43.9,45.94,4.67%,FALSE,189,,,
Bowdens,744223,29244,Australia,Silver,BD16002,12/9/2016,Silver,Silver Mines Limited,4354254,Feasibility Started,Yes,Surface,Extension,SVL-ASX,0.138,0.1226,>10 - 100,46.97,45.7,-11.13%,FALSE,495,,,
El Penon,719530,29297,Chile,Gold,SNX0682,10/27/2016,Gold,Yamana Gold Inc.,4355508,Operating,Yes,Underground,Extension,YRI-TSX,3.6809,3.1583,>100,"3,488.05","2,992.79",-14.20%,FALSE,543,,,
Pioneer Dome,727398,33967,Australia,Lithium,PDRC015,11/14/2016,Lithium,Pioneer Resources Limited,4353360,Target Outline,No,Surface,Exploration,PIO-ASX,0.0136,0.0149,>10 - 100,14.08,15.46,9.85%,FALSE,129,,,
White Range,723529,29339,Australia,Copper,CC16RC11,11/8/2016,Molybdenum,Queensland Mining Corporation Limited,4353609,Feasibility Started,Yes,Surface,Extension,QMN-ASX,0.0308,0.0449,<10,9.06,13.23,46.00%,FALSE,11,,3,
Yamarna,714357,29364,Australia,Gold,12ALRC0031,10/17/2016,Gold,Gold Road Resources Limited,4350538,Feasibility Started,Yes,Surface,Extension,GOR-ASX,0.4346,0.483,>100,377.72,420.06,11.14%,FALSE,114,,,
Yamarna,720672,29364,Australia,Gold,16ATRC0021,11/1/2016,Gold,Gold Road Resources Limited,4350538,Feasibility Complete,Yes,Surface,Extension,GOR-ASX,0.4299,0.4531,>100,373.85,394.29,5.39%,FALSE,175,,,
Bolgatanga,748500,51169,Ghana,Gold,NMDD036,12/19/2016,Gold,Cardinal Resources Limited,4353801,Reserves Development,No,Surface,Infill,CDV-ASX,0.1638,0.1793,>10 - 100,49.8,54.52,9.46%,FALSE,135,,,
Pegmont,738603,29369,Australia,Lead,PVRD035B,11/30/2016,Lead,Vendetta Mining Corporation,4367471,Reserves Development,Yes,Underground,Extension,VTT-TVX,0.0967,0.0896,<10,7.04,6.53,-7.29%,FALSE,426,,,
Cuitaboca,732958,29381,Mexico,Silver,RC16CT-21,11/23/2016,Silver,Santana Minerals Limited,4391733,Target Outline,Yes,Surface,Extension,SMI-ASX,0.0354,0.0352,<10,9.23,9.18,-0.56%,FALSE,282,,,
Cuitaboca,734345,29381,Mexico,Silver,RC16CT-23,11/28/2016,Silver,Santana Minerals Limited,4391733,Target Outline,Yes,Surface,Extension,SMI-ASX,0.0349,0.0291,<10,9.1,7.59,-16.62%,FALSE,580,,,
Dalgaranga,705943,29405,Australia,Gold,DGRC139,10/7/2016,Gold,Gascoyne Resources Limited,4350345,Feasibility Started,Yes,Surface,Extension,GCY-ASX,0.454,0.4406,>100,115.03,112.64,-2.96%,FALSE,342,,,
Sandra-Escobar,723471,49921,Mexico,Silver,SA-16-061,11/7/2016,Silver,Canasil Resources Incorporated,4348898,Reserves Development,No,Surface,Extension,CLZ-TVX,0.2051,0.222,>10 - 100,20.9,22.62,8.27%,FALSE,142,,,
Seymour Lake,748708,32093,Canada,Lithium,SL-16-60,12/20/2016,Lithium,Ardiden Limited,4354600,Target Outline,No,Surface,Metallurgical,ADV-ASX,0.021,0.0228,>10 - 100,17.23,18.65,8.21%,FALSE,143,,,
Dalgaranga,747275,29405,Australia,Gold,DGAC1160,12/15/2016,Gold,Gascoyne Resources Limited,4350345,Feasibility Complete,Yes,Surface,Extension,GCY-ASX,0.2856,0.3566,>10 - 100,73.17,91.34,24.84%,FALSE,47,,,
Binduli North,705132,29406,Australia,Gold,PFRC1637,10/4/2016,Gold,Intermin Resources Limited,4351260,Preproduction,Yes,Surface,Exploration,IRC-ASX,0.0804,0.0799,>10 - 100,15.59,15.66,-0.71%,FALSE,287,,,
Binduli North,741865,29406,Australia,Gold,PFDD1601,11/29/2016,Gold,Intermin Resources Limited,4351260,Preproduction,Yes,Surface,Extension,IRC-ASX,0.0734,0.0689,>10 - 100,14.42,13.55,-6.05%,FALSE,400,,,
Clone,749150,29515,Canada,Gold,CL-16-01,12/19/2016,Gold,Teuton Resources Corporation,4354809,Target Outline,Yes,Surface,Exploration,TUO-TVX,0.116,0.159,<10,3.49,4.79,37.09%,FALSE,19,,6,No other results in the top ten. Previous results were more than 20 days earlier.
Fenelon,738947,29570,Canada,Gold,1050-005,12/5/2016,Gold,Wallbridge Mining Company Limited,4355273,Prefeas/Scoping,Yes,Surface,Exploration,WM-TSX,0.0376,0.0407,<10,8.34,9.02,8.18%,FALSE,144,,,
Caribou Dome,706600,29581,USA,Copper,CD16-008,10/11/2016,Copper,Coventry Resources Limited,4349577,Reserves Development,Yes,Surface,Extension,CYY-ASX,0.0914,0.0761,<10,8.41,7,-16.77%,FALSE,584,,,
Caribou Dome,723492,29581,USA,Copper,CD16-014,11/8/2016,Copper,Coventry Resources Limited,4349577,Reserves Development,Yes,Surface,Extension,CYY-ASX,0.0769,0.0749,<10,7.08,6.89,-2.67%,FALSE,334,,,
Kainantu,736748,31239,Papua New Guinea,Gold,GCDD0002,11/30/2016,Gold,K92 Mining Inc.,4494844,Operating,No,Underground,Extension,KNT-TVX,0.6247,0.6647,>10 - 100,74.6,79.39,6.41%,FALSE,165,,,
Nullagine,714456,29713,Australia,Gold,GGRCMET002,10/17/2016,Gold,Millennium Minerals Limited,4352289,Operating,Yes,In Pit,Extension,MOY-ASX,0.2097,0.23,>100,163.73,179.62,9.70%,FALSE,132,,,
Cashmans,726895,67610,Australia,Copper,NPRC001,11/8/2016,Gold,RNI NL,4353757,Target Outline,No,Surface,Exploration,AUR-ASX,0.0423,0.0449,>10 - 100,12.13,12.88,6.18%,FALSE,167,,,
Lake Carey,746020,31867,Australia,Gold,16LCDD004,12/14/2016,Gold,Matsa Resources Limited,4352116,Reserves Development,No,Surface,Infill,MAT-ASX,0.1424,0.1409,>10 - 100,20.61,20.38,-1.09%,FALSE,293,,,
Pinos,769016,78138,Mexico,Gold,CA16PI031,10/31/2016,Gold,Candelaria Mining Corp.,4653068,Target Outline,No,Surface,Extension,CAND-TVX,0.2245,0.2367,>10 - 100,18.25,20.56,5.43%,FALSE,174,,,
Allamber,748106,35450,Australia,Copper,TALRCDD003,12/16/2016,Copper,Thundelarra Limited,4354838,Reserves Development,No,Surface,Extension,THX-ASX,0.0405,0.0426,>10 - 100,16.89,18.04,5.29%,FALSE,179,,,
Nullagine,721488,29713,Australia,Gold,BJSRD006,11/3/2016,Gold,Millennium Minerals Limited,4352289,Operating,Yes,Surface,Extension,MOY-ASX,0.2339,0.1958,>100,182.7,152.88,-16.32%,FALSE,575,,,
Wagga Tank,732472,30723,Australia,Zinc,WTRC004,11/22/2016,Silver,Peel Mining Limited,4353270,Reserves Development,No,Surface,Extension,PEX-ASX,0.1216,0.1274,>10 - 100,18.39,19.28,4.85%,FALSE,186,,,
Boorara,720262,30049,Australia,Gold,BORC157,10/31/2016,Gold,MacPhersons Resources Limited,4351965,Feasibility Started,Yes,Surface,Extension,MRP-ASX,0.0682,0.0624,>10 - 100,21.65,19.8,-8.51%,FALSE,445,,,
Tardan,706456,30060,Russia,Gold,26006,10/7/2016,Gold,Auriant Mining AB,4348301,Operating,Yes,Surface,Extension,AUR-OME,1.0956,1.3699,>10 - 100,19.5,24.39,25.04%,FALSE,46,,,
Tuvatu,733317,30062,Fiji,Gold,TUDDH 406,11/23/2016,Gold,Lion One Metals Limited,4351844,Prefeas/Scoping,Yes,Surface,Infill,LIO-TVX,0.559,0.7164,>10 - 100,56.81,72.87,28.15%,FALSE,36,,,
Honeymoon,743207,34625,Australia,U3O8,BMR050,12/8/2016,U3O8,Boss Resources Limited,4348665,Prefeas/Scoping,No,Surface,Extension,BOE-ASX,0.0344,0.0359,>10 - 100,31.06,32.39,4.30%,FALSE,197,,,
Juruena,705054,30065,Brazil,Gold,MD-12/2016,10/4/2016,Gold,Crusader Resources Limited,4349597,Prefeas/Scoping,Yes,Surface,Extension,CAS-ASX,0.0996,0.089,>10 - 100,24.24,24.23,-10.64%,FALSE,484,,,
Thalanga,746730,25699,Australia,Zinc,TH694,12/14/2016,Copper,Red River Resources Limited,4353695,Preproduction,No,Surface,Infill,RVR-ASX,0.1424,0.1481,>10 - 100,54.26,56.64,3.98%,FALSE,201,,,
Kilgore,719757,30083,USA,Gold,16 OKR-315,10/31/2016,Gold,Otis Gold Corporation,4353132,Reserves Development,Yes,Surface,Extension,OOO-TVX,0.2432,0.1627,>10 - 100,30.28,20.69,-33.09%,FALSE,722,,,
Kilgore,735944,30083,USA,Gold,16 OKR-338,11/29/2016,Gold,Otis Gold Corporation,4353132,Reserves Development,Yes,Surface,Extension,OOO-TVX,0.1715,0.1829,>10 - 100,21.81,23.26,6.67%,FALSE,161,,,
Gualcamayo,719508,30224,Argentina,Gold,16QD-975,10/27/2016,Gold,Yamana Gold Inc.,4355508,Operating,Yes,In Pit,Extension,YRI-TSX,3.6809,3.1583,>100,"3,488.05","2,992.79",-14.20%,FALSE,543,,,
Monogorilby,722326,58455,Australia,Bauxite,MQN5,11/4/2016,Gold,IronRidge Resources Limited,4351359,Reserves Development,No,Surface,Exploration,IRR-AIMLSE,0.1916,0.1979,>10 - 100,45.33,46.84,3.32%,FALSE,209,,,
Kakamega,736477,30289,Kenya,Copper,AZ-2,11/30/2016,Gold,Acacia Mining plc,4347816,Reserves Development,Yes,Surface,Exploration,ACA-LON,5.0213,4.3011,>100,"2,059.15","1,763.81",-14.34%,FALSE,547,,,
South Laverton-Carosue Dam,744263,30305,Australia,Gold,KRRD121,12/7/2016,Gold,Saracen Mineral Holdings Limited,4354028,Operating,Yes,In Pit,Extension,SAR-ASX,0.6637,0.592,>100,535.67,477.81,-10.80%,FALSE,488,,,
Klondyke,750755,30388,Australia,Gold,KKC001,12/20/2016,Gold,Keras Resources Plc,4350172,Reserves Development,Yes,Surface,Exploration,KRS-AIMLSE,0.0056,0.0052,<10,8.07,7.52,-6.89%,FALSE,418,,,
Wolfsberg,721214,38460,Austria,Lithium,B21,11/2/2016,Lithium,European Lithium Limited,4353255,Reserves Development,No,Underground,Exploration,EUR-ASX,0.0467,0.048,>10 - 100,16.91,17.36,2.67%,FALSE,214,,,
Maniitsoq,756038,41534,Greenland,Nickel,MQ-16-132,12/23/2016,Nickel,North American Nickel Inc.,4363801,Target Outline,No,Surface,Extension,NAN-TVX,0.0705,0.0723,>10 - 100,26.03,26.66,2.61%,FALSE,215,,,
Honeymoon,746208,34625,Australia,U3O8,BMR054,12/14/2016,U3O8,Boss Resources Limited,4348665,Prefeas/Scoping,No,Surface,Extension,BOE-ASX,0.0352,0.0361,>10 - 100,31.8,32.6,2.53%,FALSE,216,,,
Kainantu,745283,31239,Papua New Guinea,Gold,KMDD0006,12/12/2016,Copper,K92 Mining Inc.,4494844,Operating,No,Underground,Extension,KNT-TVX,0.7064,0.7231,>10 - 100,84.37,86.36,2.36%,FALSE,219,,,
Hope Bay,722224,30401,Canada,Gold,TM00365,11/3/2016,Gold,TMAC Resources Inc.,4379814,Construction Started,Yes,Surface,Extension,TMR-TSX,14.3348,12.4926,>100,"1,189.56","1,036.70",-12.85%,FALSE,519,,,
Honeymoon,739059,34625,Australia,U3O8,BMR030,12/6/2016,U3O8,Boss Resources Limited,4348665,Prefeas/Scoping,No,Surface,Extension,BOE-ASX,0.0351,0.0359,>10 - 100,31.7,32.39,2.15%,FALSE,222,,,
Red Mountain,732734,27452,Canada,Gold,U16-1216,11/22/2016,Gold,IDM Mining Ltd.,4353777,Feasibility Started,No,Underground,Infill,IDM-TVX,0.1045,0.1066,>10 - 100,29.57,29.77,2.04%,FALSE,224,,,
Wolfsberg,723198,38460,Austria,Lithium,P15-21,11/7/2016,Lithium,European Lithium Limited,4353255,Reserves Development,No,Underground,Extension,EUR-ASX,0.0452,0.0461,>10 - 100,16.37,16.68,1.87%,FALSE,226,,,
Widgiemooltha,725277,32767,Australia,Gold,MRC408,11/8/2016,Gold,Mincor Resources NL,4352320,Feasibility Started,No,In Pit,Infill,MCR-ASX,0.2346,0.2283,>10 - 100,44.15,42.97,-2.67%,FALSE,333,,,
Eloise Exploration Area,715846,40945,Australia,Copper,EL16D05,10/19/2016,Copper,Minotaur Exploration Limited,4352495,Reserves Development,No,Surface,Extension,MEP-ASX,0.0735,0.0749,>10 - 100,15.62,15.9,1.77%,FALSE,228,,,
Eyre Peninsula,721075,30429,Australia,Gold,BGRC-1223,11/3/2016,Gold,Andromeda Metals Limited,4347784,Prefeas/Scoping,Yes,Surface,Definition,ADN-ASX,0.012,0.009,<10,5.6,4.2,-25.09%,FALSE,667,,,
Eyre Peninsula,734234,30429,Australia,Gold,BGRC-1239,11/28/2016,Gold,Andromeda Metals Limited,4347784,Prefeas/Scoping,Yes,Surface,Definition,ADN-ASX,0.0104,0.0083,<10,4.83,3.84,-20.40%,FALSE,630,,,
Windfall Lake,709112,30439,Canada,Gold,OSK-W-16-720,10/12/2016,Gold,Osisko Mining Inc.,4404986,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,2.1038,2.1523,>100,325.25,332.75,2.30%,FALSE,221,,,
Windfall Lake,718159,30439,Canada,Gold,OSK-W-16-704-W1,10/25/2016,Gold,Osisko Mining Inc.,4404986,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,2.2467,1.6352,>100,347.34,255.55,-27.22%,FALSE,682,,,
Kharmagtai,753990,32443,Mongolia,Copper,KHPCD071,12/22/2016,Gold,Xanadu Mines Limited,4355444,Reserves Development,No,Surface,Extension,XAM-ASX,0.1449,0.1473,>10 - 100,74.09,75.32,1.66%,FALSE,238,,,
Bynoe,733303,77268,Australia,Lithium,LBRC011,11/23/2016,Lithium,Liontown Resources Limited,4351851,Target Outline,No,Surface,Exploration,LTR-ASX,0.0133,0.0135,>10 - 100,11.15,11.66,1.55%,FALSE,239,,,
Windfall Lake,725086,30439,Canada,Gold,OSK-W-16-735,11/8/2016,Gold,Osisko Mining Inc.,4404986,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,1.9772,1.7668,>100,308.98,276.11,-10.64%,FALSE,483,,,
Goliath,727359,29199,Canada,Gold,TL16410,11/11/2016,Gold,Treasury Metals Incorporated,4354964,Feasibility Started,No,Surface,Infill,TML-TSX,0.4741,0.4803,>10 - 100,44.6,47.79,1.30%,FALSE,243,,,
Windfall Lake,733326,30439,Canada,Gold,OSK-U-16-734,11/23/2016,Gold,Osisko Mining Inc.,4404986,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,1.8038,1.8672,>100,281.89,308.15,3.52%,FALSE,205,,,
Windfall Lake,738934,30439,Canada,Gold,OSK-W-16-760,12/5/2016,Gold,Osisko Mining Inc.,4404986,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,1.6925,1.6497,>100,264.49,272.24,-2.53%,FALSE,330,,,
North Mara,736494,30452,Tanzania,Gold,NBD0141,11/30/2016,Gold,OreCorp Limited,4365968,Operating,Yes,In Pit,Exploration,ORR-ASX,0.3211,0.2752,>10 - 100,55.68,47.73,-14.28%,FALSE,545,,,
Nyanzaga,747737,30455,Tanzania,Gold,BULRC001,12/16/2016,Gold,OreCorp Limited,4365968,Prefeas/Scoping,Yes,Surface,Extension,ORR-ASX,0.2906,0.3306,>10 - 100,50.4,57.33,13.75%,FALSE,97,,,
Sinclair,718974,33743,Australia,Nickel,SND006_DD,10/27/2016,Nickel,Talisman Mining Limited,4354710,Target Outline,No,Surface,Extension,TLM-ASX,0.2991,0.2988,>10 - 100,55.54,55.48,-0.11%,FALSE,274,,,
Portia,721864,30502,Australia,Gold,PTAC244,11/4/2016,Gold,Havilah Resources Limited,4350962,Operating,Yes,In Pit,Extension,HAV-ASX,0.549,0.4444,>10 - 100,93.93,76.03,-19.05%,FALSE,614,,,
