Property Name ,Interval Identifier ,Property ID ,Country Name ,Primary Commodity ,Reported Date (mm/dd/yyyy),Reporting Company ,Reporting Company ID ,Primary Interval Commodity ,Hole ID ,Stage (At Time of Ann.) ,Significant Interval? Yes/No,Surface or Underground? ,Exploration Purpose ,Interval Value (m-$/tonne) (Reported-meter/t),Exchg,From (Date -1),To (Date + 20),Market Cap Range,"Market Cap ($M) (From, date -1)","Market Cap ($M) (To, date + 20)",Gain,Rank,Relevant asterisk/ footnote,New Rank,Notes
Red Bore,920050,37778,Australia,Copper,6/20/2017,Thundelarra Limited,4354838,Gold,TGGRC073,Reserves Development,Yes,Surface,Extension,"3,807.93",THX-ASX,0.036,0.03,>10 - 100,15.24,12.96,-15.00%,657,,,
Bald Hill,883864,32119,Australia,Tantalum,4/19/2017,Tawana Resources NL,4354759,Tantalum,LRC0237,Feasibility Started,Yes,Surface,Extension,"9,471.90",TAW-ASX,0.204,0.173,>10 - 100,77.8,76.48,-15.00%,659,,,
Borosi,891810,36803,Nicaragua,Gold,4/28/2017,Calibre Mining Corporation,4348838,Zinc,MD17-004,Reserves Development,No,Surface,Exploration,"1,243.32",CXB-TVX,0.143,0.121,>10 - 100,44.68,37.94,-15.10%,661,,,
Riqueza,939596,62710,Peru,Zinc,6/30/2017,Inca Minerals Limited,4351197,Zinc,RDDH-002,Target Outline,No,Surface,Exploration,141.795,ICG-ASX,0.008,0.007,>10 - 100,19.3,16.49,-15.20%,663,,,
Bowdens,877657,29244,Australia,Silver,4/11/2017,Silver Mines Limited,4354254,Zinc,BD17011,Feasibility Started,Yes,Surface,Extension,"4,822.66",SVL-ASX,0.12,0.102,>10 - 100,46.91,39.76,-15.20%,665,,,
Bergby,887105,78580,Sweden,Lithium,4/25/2017,Leading Edge Materials Corporation,4359591,Lithium,BBY17005,Target Outline,Yes,Surface,Exploration,"1,854.35",LEM-TVX,0.467,0.395,>10 - 100,39.3,34.72,-15.30%,666,,,
Bougouni,876660,77208,Mali,Lithium,4/10/2017,Birimian Limited,4348586,Lithium,GMRC117,Prefeas/Scoping,Yes,Surface,Extension,"11,232.00",BGS-ASX,0.199,0.168,>10 - 100,38.65,32.73,-15.40%,667,,,
Estrades,916631,25811,Canada,Zinc,6/14/2017,Galway Metals Inc.,4379683,Copper,GWM-17E-06,Reserves Development,No,Surface,Extension,964.731,GWM-TVX,0.238,0.201,>10 - 100,14.69,12.41,-15.50%,668,,,
Boundiali,871759,70742,Cote d'Ivoire,Gold,4/3/2017,Apollo Consolidated Limited,4356432,Gold,BDAC0329,Target Outline,Yes,Surface,Extension,"2,315.22",AOP-ASX,0.069,0.058,>10 - 100,11.03,9.3,-15.60%,670,,,
Goldstrike,887275,25278,USA,Gold,4/25/2017,Liberty Gold Corp.,4303923,Gold,PGS197,Target Outline,No,Surface,Extension,"1,241.22",LGD-TSX,0.378,0.318,>10 - 100,56.75,47.92,-15.70%,672,,,
Mt Alexander,892853,36132,Australia,Nickel,5/1/2017,St George Mining Limited,4354523,Nickel,MAD50,Target Outline,Yes,Surface,Extension,"1,788.60",SGQ-ASX,0.12,0.1,>10 - 100,29.97,25.16,-16.10%,675,,,
Glor,881587,75720,Mexico,Gold,4/17/2017,Riverside Resources Inc.,4353835,Gold,Tr-12,Target Outline,No,Surface,Extension,342.72,RRI-TVX,0.366,0.307,>10 - 100,16.03,13.44,-16.10%,676,,,
Yandal,892123,34262,Australia,Gold,5/1/2017,Echo Resources Limited,4349883,Gold,ORC007,Feasibility Complete,Yes,In Pit,Extension,"19,550.36",EAR-ASX,0.127,0.112,>10 - 100,47.12,41.36,-12.20%,610,,,
West Musgrave,916590,31640,Australia,Nickel,6/14/2017,Cassini Resources Limited,4357649,Nickel,CZC0163A,Prefeas/Scoping,Yes,Surface,Extension,"1,602.74",CZI-ASX,0.048,0.04,>10 - 100,13.34,11.14,-16.50%,679,,,
Thalanga,874283,25699,Australia,Zinc,4/4/2017,Red River Resources Limited,4353695,Zinc,LTED05,Preproduction,Yes,Surface,Extension,"7,155.59",RVR-ASX,0.182,0.151,>10 - 100,86.09,71.44,-17.00%,685,,,
Botswana,886201,38696,Botswana,Copper,4/24/2017,MOD Resources Limited,4352535,Copper,MO-G-66D,Prefeas/Scoping,Yes,Surface,Extension,"2,326.67",MOD-ASX,0.048,0.04,>10 - 100,89.86,74.53,-17.10%,687,,,
Monument,887437,77760,Australia,Gold,4/26/2017,Syndicated Metals Limited,4354681,Gold,MRC033,Target Outline,No,Surface,Extension,477.261,SMD-ASX,0.014,0.012,<10,8.64,7.54,-12.70%,618,,,
Duketon,917313,29079,Australia,Nickel,6/15/2017,Duketon Mining Limited,4389593,Gold,MV03,Reserves Development,Yes,Surface,Extension,"1,954.74",DKM-ASX,0.137,0.114,>10 - 100,14.15,11.73,-17.10%,689,,,
Manitouwadge,886686,65215,Canada,Graphite,4/24/2017,Ardiden Limited,4354600,Graphite,MW-16-28,Target Outline,Yes,Surface,Extension,"1,414.28",ADV-ASX,0.014,0.012,>10 - 100,11.71,9.69,-17.20%,690,,,
Radio Hill,892980,67536,Australia,Copper,5/2/2017,Artemis Resources Limited,4348189,Copper,AWRC002,Grassroots,Yes,In Pit,Exploration,"2,292.58",ARV-ASX,0.067,0.055,>10 - 100,18.8,15.92,-17.40%,691,,,
Kainantu,906114,31239,Papua New Guinea,Gold,5/24/2017,K92 Mining Inc.,4494844,Gold,KMDD0009,Operating,Yes,Underground,Extension,"2,821.54",KNT-TVX,0.697,0.575,>10 - 100,94.41,78.18,-17.60%,694,,,
San Matias,902243,41158,Colombia,Copper,5/17/2017,Cordoba Minerals Corporation,4358399,Copper,ACD047,Reserves Development,Yes,Surface,Extension,"7,259.65",CDB-TVX,0.794,0.653,>10 - 100,68.84,56.68,-17.70%,696,,,
Opuwo,896953,78548,Namibia,Cobalt,5/8/2017,Celsius Resources Limited,4355222,Cobalt,DOFR12,Target Outline,No,Surface,Extension,560.405,CLA-ASX,0.033,0.027,>10 - 100,11.67,12.24,-17.80%,697,,,
Boundiali,908250,68286,Cote d'Ivoire,Gold,5/28/2017,Predictive Discovery Limited,4353433,Gold,NDC007,Target Outline,Yes,Surface,Extension,"12,033.09",PDI-ASX,0.074,0.061,>10 - 100,12.14,9.95,-18.10%,698,,,
Bolnisi,912411,52911,Georgia,Copper,6/6/2017,Georgian Mining Corporation,4352852,Copper,TGD053,Reserves Development,Yes,Surface,Exploration,"4,144.77",GEO-AIMLSE,0.276,0.226,>10 - 100,31.65,25.9,-18.20%,699,,,
Golden Summit,924154,24433,USA,Gold,6/22/2017,Freegold Ventures Limited,4350276,Gold,GSDL 17-14,Prefeas/Scoping,Yes,Surface,Extension,"2,160.39",FVL-TSX,0.124,0.101,>10 - 100,18.01,14.71,-18.30%,703,,,
Cheechoo,909175,41915,Canada,Gold,5/30/2017,Sirios Resources Inc.,4354308,Gold,CH17-098,Target Outline,No,Surface,Extension,"6,739.20",SOI-TVX,0.264,0.216,>10 - 100,31.74,25.92,-18.30%,705,,,
Lake Carey,913769,31867,Australia,Gold,6/9/2017,Matsa Resources Limited,4352116,Gold,17LCAC230,Prefeas/Scoping,Yes,Surface,Extension,"1,634.87",MAT-ASX,0.211,0.184,>10 - 100,30.53,26.65,-12.70%,620,,,
Tijirit,887123,29012,Mauritania,Gold,4/25/2017,Algold Resources Limited,4361599,Gold,T17RC045,Reserves Development,Yes,Surface,Extension,"5,986.92",ALG-TVX,0.185,0.15,>10 - 100,30.6,24.79,-19.00%,711,,,
Manono Extension,902320,38553,Dem. Rep. Congo,Lithium,5/18/2017,AVZ Minerals Limited,4348368,Lithium,Roche Dure TR003,Reserves Development,Yes,In Pit,Extension,"3,796.00",AVZ-ASX,0.032,0.026,>10 - 100,28.41,37.38,-19.50%,715,,,
Christie Lake,888881,76929,Canada,U3O8,4/26/2017,UEX Corporation,4355053,U3O8,CB-116A,Target Outline,Yes,Surface,Extension,"183,060.46",UEX-TSX,0.202,0.162,>10 - 100,64.53,51.62,-20.00%,717,,,
Roe Hills,876142,34639,Australia,Nickel,4/6/2017,Kairos Minerals Limited,4352482,Gold,RHRC011,Target Outline,Yes,Surface,Exploration,"1,452.10",KAI-ASX,0.028,0.022,>10 - 100,10.91,8.72,-20.10%,718,,,
Lewis Ponds,896408,28320,Australia,Gold,5/5/2017,Ardea Resources Limited,4432294,Zinc,ALD0003,Prefeas/Scoping,No,Surface,Metallurgical,"3,765.05",ARL-ASX,0.459,0.396,>10 - 100,28.41,24.5,-13.80%,631,,,
Los Chapitos,887113,60068,Peru,Copper,4/25/2017,Camino Minerals Corporation,4348860,Copper,CHR-005,Target Outline,Yes,Surface,Extension,"2,202.38",COR-TVX,1.075,0.857,>10 - 100,39.24,31.28,-20.30%,721,,,
Opuwo,889001,78548,Namibia,Cobalt,4/27/2017,Celsius Resources Limited,4355222,Cobalt,DOFR08,Target Outline,No,Surface,Exploration,732.151,CLA-ASX,0.034,0.027,>10 - 100,11.98,9.58,-20.50%,722,,,
Electra,894556,78152,Mexico,Lithium,5/2/2017,Lithium Australia NL,4352280,Lithium,AF-17-002,Target Outline,No,Surface,Metallurgical,43.2,LIT-ASX,0.094,0.075,>10 - 100,27.42,22.15,-20.50%,723,,,
Carlow Castle,937440,32190,Australia,Gold,6/20/2017,Artemis Resources Limited,4348189,Gold,ARC028,Reserves Development,Yes,Surface,Extension,"79,332.04",ARV-ASX,0.055,0.048,>10 - 100,16.24,14.19,-13.80%,632,,,
Cerro Cascaron,918053,77526,Mexico,Gold,6/15/2017,Evrim Resources Corporation,4350090,Gold,64718,Exploration,Yes,Surface,Exploration,"4,589.26",EVM-TVX,0.204,0.162,>10 - 100,13.41,10.6,-21.00%,725,,,
Opuwo,885713,78548,Namibia,Cobalt,4/20/2017,Celsius Resources Limited,4355222,Cobalt,DOFR04,Target Outline,Yes,Surface,Exploration,"1,849.04",CLA-ASX,0.038,0.03,>10 - 100,13.38,10.59,-21.20%,727,,,
Challenger,923663,29378,Australia,Gold,6/22/2017,WPG Resources Limited,4282806,Gold,17CUD2081,Operating,No,Underground,Extension,812.423,WPG-ASX,0.035,0.03,>10 - 100,31.47,27.12,-13.80%,634,,,
Crepulje,909998,77428,Serbia,Zinc,5/31/2017,Altair Resources Inc.,4347943,Zinc,CRP 008,Target Outline,Yes,Surface,Extension,"5,476.30",AVX-TVX,0.23,0.181,>10 - 100,13.53,10.63,-21.50%,732,,,
Twangiza,879563,26918,Dem. Rep. Congo,Gold,4/12/2017,Banro Corporation,4348437,Gold,TW-ADT29,Operating,Yes,Surface,Exploration,"10,040.25",BAA-TSX,1.461,1.129,>10 - 100,44.33,34.26,-22.70%,736,,,
Dandoko,887894,50800,Mali,Gold,4/26/2017,Oklo Resources Limited,4353029,Gold,ACSEK17-051,Target Outline,No,Surface,Infill,"2,754.40",OKU-ASX,0.212,0.164,>10 - 100,51.13,45.54,-22.80%,737,,,
Curnamona Craton,881690,39694,Australia,Copper,4/18/2017,Havilah Resources Limited,4350962,Copper,CCRC 004,Target Outline,No,Surface,Exploration,628.58,HAV-ASX,0.527,0.406,>10 - 100,91.15,70.95,-22.90%,738,,,
Mulga Rock,907233,34939,Australia,U3O8,5/25/2017,Vimy Resources Limited,4359227,U3O8,NNA7146,Feasibility Started,Yes,Surface,Definition,"2,084.71",VMY-ASX,0.149,0.114,>10 - 100,47.3,36.23,-23.40%,741,,,
Lac la Hache,902635,31535,Canada,Copper,5/17/2017,Engold Mines Ltd.,4350900,Copper,G17-07,Reserves Development,No,Surface,Extension,430.312,EGM-TVX,0.345,0.264,>10 - 100,63,49.18,-23.70%,743,,,
South Tally Pond,881870,31711,Canada,Zinc,4/18/2017,Canadian Zinc Corporation,4348889,Zinc,LM17-116,Reserves Development,Yes,Surface,Extension,"5,515.51",CZN-TSX,0.155,0.117,>10 - 100,41.12,31.07,-24.40%,746,,,
Electra,888837,78152,Mexico,Lithium,4/26/2017,Lithium Australia NL,4352280,Lithium,AF-17-001,Target Outline,No,Surface,Metallurgical,43.2,LIT-ASX,0.098,0.074,>10 - 100,26.17,21.99,-24.40%,747,,,
Bom Futuro,881852,27216,Brazil,Tin,4/18/2017,Meridian Mining S.E.,4866644,Tin,DDH_BF_0009A,Target Outline,Yes,Surface,Exploration,"4,392.76",MNO-TVX,0.377,0.285,>10 - 100,56.94,43,-24.50%,748,,,
Los Chapitos,913126,60068,Peru,Copper,6/7/2017,Camino Minerals Corporation,4348860,Copper,DCH-001,Target Outline,Yes,Surface,Extension,"7,060.99",COR-TVX,0.795,0.599,>10 - 100,33.22,25.05,-24.60%,751,,,
Madison,902927,25381,USA,Gold,5/18/2017,Broadway Gold Mining Ltd.,4526468,Copper,C17-13,Target Outline,Yes,Surface,Extension,"1,932.10",BRD-TVX,0.574,0.43,>10 - 100,19.56,15.88,-25.10%,752,,,
Urban,905495,30789,Canada,Gold,5/23/2017,Beaufield Resources Inc.,4348507,Gold,BLR-17-12,Reserves Development,No,Surface,Extension,91.392,BFD-TVX,0.199,0.149,>10 - 100,38.93,30.29,-25.40%,755,,,
Pardo,879008,53669,Canada,Gold,4/12/2017,Inventus Mining Corp.,4350448,Gold,PD-17-18,Target Outline,No,Surface,Extension,247.516,IVS-TVX,0.161,0.12,>10 - 100,16.15,12.05,-25.40%,756,,,
Yandal,881903,34262,Australia,Gold,4/19/2017,Echo Resources Limited,4349883,Gold,EWAC0072,Feasibility Complete,Yes,In Pit,Exploration,"3,290.06",EAR-ASX,0.128,0.11,>10 - 100,47.49,40.91,-13.90%,636,,,
Authier,877114,29166,Canada,Lithium,4/10/2017,Sayona Mining Limited,4349737,Lithium,AL-17-002,Prefeas/Scoping,Yes,Surface,Extension,"3,680.00",SYA-ASX,0.02,0.015,>10 - 100,17.74,13.09,-26.20%,760,,,
Karouni,889179,27965,Guyana,Gold,4/26/2017,Troy Resources Limited,4354998,Gold,GRC161,Operating,No,In Pit,Infill,"1,122.07",TRY-ASX,0.106,0.078,>10 - 100,48.07,35.63,-26.30%,762,,,
Authier,901234,29166,Canada,Lithium,5/16/2017,Sayona Mining Limited,4349737,Lithium,AL-17-13,Prefeas/Scoping,Yes,Surface,Extension,"3,276.00",SYA-ASX,0.016,0.011,>10 - 100,13.63,10.81,-28.00%,766,,,
Borubai,907827,78763,Kyrgyzstan,Gold,5/25/2017,Kenadyr Mining (Holdings) Corp.,4773163,Gold,KM_DD_05.25.2017B,Target Outline,Yes,Surface,Exploration,"10,442.20",KEN-TVX,0.387,0.273,>10 - 100,21.68,15.27,-29.60%,768,,,
Hook Lake,879540,35253,Canada,U3O8,4/13/2017,Purepoint Uranium Group Inc.,4353571,U3O8,HK16-53,Target Outline,Yes,Surface,Extension,"115,818.10",PTU-TVX,0.083,0.058,>10 - 100,15.68,11.04,-29.60%,769,,,
Lac la Hache,892169,31535,Canada,Copper,4/27/2017,Engold Mines Ltd.,4350900,Gold,AZS17-64,Reserves Development,No,Surface,Extension,570.438,EGM-TVX,0.472,0.331,>10 - 100,86.07,60.35,-29.90%,770,,,
Ferensola,900486,50328,Sierra Leone,Iron Ore,5/12/2017,Sula Iron & Gold Plc,4413344,Gold,FDD014,Reserves Development,Yes,Surface,Extension,"3,243.09",SULA-AIMLSE,0.008,0.005,>10 - 100,16.83,11.99,-30.40%,771,,,
Lac la Hache,938939,31535,Canada,Copper,6/29/2017,Engold Mines Ltd.,4350900,Copper,G17-16,Reserves Development,Yes,Surface,Extension,"4,573.68",EGM-TVX,0.31,0.214,>10 - 100,57.86,40,-30.90%,773,,,
Mt Coolon,888933,26772,Australia,Gold,4/27/2017,GBM Resources Limited,4350356,Gold,KLRD0031,Prefeas/Scoping,No,Surface,Infill,"6,092.70",GBZ-ASX,0.01,0.009,<10,9.03,7.7,-14.80%,650,,,
Gnaweeda,913755,34133,Australia,Gold,6/9/2017,Doray Minerals Limited,4349786,Gold,TBRC208,Feasibility Started,No,In Pit,Infill,"6,909.29",DRM-ASX,0.275,0.234,>10 - 100,98.21,83.57,-14.90%,656,,,
Yardilla,901950,70359,Australia,Gold,5/18/2017,MRG Metals Limited,4352614,Tungsten,YRRC-008,Target Outline,No,Surface,Exploration,234.9,MRQ-ASX,0.009,0.008,<10,2.86,2.42,-15.20%,664,,,
Red Hill,919901,65471,USA,Gold,6/20/2017,NuLegacy Gold Corporation,4352965,Gold,ID17-01,Target Outline,No,Surface,Extension,359.859,NUG-TVX,0.204,0.136,>10 - 100,59.91,39.86,-33.50%,781,,,
Ferensola,916404,50328,Sierra Leone,Iron Ore,6/13/2017,Sula Iron & Gold Plc,4413344,Gold,FDD014,Reserves Development,Yes,Surface,Extension,"3,235.37",SULA-AIMLSE,0.005,0.003,>10 - 100,10.63,7.54,-33.80%,782,,,
Madison,887065,25381,USA,Gold,4/18/2017,Broadway Gold Mining Ltd.,4526468,Copper,C17-05,Target Outline,Yes,Surface,Exploration,"4,054.83",BRD-TVX,0.814,0.511,>10 - 100,27.02,17.42,-37.20%,788,,,
Ferensola,913278,50328,Sierra Leone,Iron Ore,6/7/2017,Sula Iron & Gold Plc,4413344,Gold,FDD021,Reserves Development,No,Surface,Exploration,268.417,SULA-AIMLSE,0.005,0.003,>10 - 100,11.4,7.44,-39.00%,790,,,
Riqueza,976665,62710,Peru,Zinc,6/16/2017,Inca Minerals Limited,4351197,Silver,RDDH-009,Target Outline,No,Surface,Extension,132.864,ICG-ASX,0.011,0.007,>10 - 100,26.01,15.72,-40.00%,791,,,
Catamarca,879295,78214,Argentina,Lithium,4/13/2017,Latin Resources Limited,4351771,Lithium,CEARC004,Target Outline,No,Surface,Exploration,"1,080.72",LRS-ASX,0.01,0.005,>10 - 100,16.77,9.4,-50.20%,793,,,
Nyanzaga,939797,30455,Tanzania,Gold,6/30/2017,OreCorp Limited,4365968,Gold,NYZRCDD0648,Feasibility Started,Yes,Surface,Infill,"13,357.40",ORR-ASX,0.307,0.139,>10 - 100,66.42,30.12,-54.70%,794,,,
Akjoujt South,929506,66512,Mauritania,Nickel,6/25/2017,OreCorp Limited,4365968,Nickel,ASPDD12,Target Outline,Yes,Surface,Exploration,"5,657.90",ORR-ASX,0.31,0.141,>10 - 100,67.17,30.42,-54.70%,795,,,
Cariboo,878527,25889,Canada,Gold,4/11/2017,Barkerville Gold Mines Ltd.,4348461,Gold,IM-17-063,Commissioning,No,Surface,Infill,"5,122.60",BGM-TVX,0.524,0.776,>100,174.08,258.9,48.10%,9,[2] *,1,"There are 6 results in the top 10. One result came previous to this one within the top ten, 4/5/2017, and so it was removed. Then, were two results on 4/12/2017 and 4/26/2017 were 1 and 15 days later and so both were removed as duplicates (as they could not stand alone as unique results). "
Cariboo,888548,25889,Canada,Gold,4/26/2017,Barkerville Gold Mines Ltd.,4348461,Gold,IM-17-085,Commissioning,Yes,Surface,Exploration,"8,390.85",BGM-TVX,0.654,0.926,>100,218.27,310.75,41.50%,15,,,"There are 6 results in the top 10. One result came previous to this one within the top ten, 4/5/2017, and so it was removed. Then, were two results on 4/12/2017 and 4/26/2017 were 1 and 15 days later and so both were removed as duplicates (as they could not stand alone as unique results). "
Hermosa,919922,24881,USA,Silver,6/20/2017,Arizona Mining Inc.,4355390,Zinc,HDS-446,Prefeas/Scoping,Yes,Surface,Extension,"23,118.84",AZ-TSX,1.522,2.082,>100,448.51,628.08,36.80%,19,,2,Two results came over a month earlier. 
Cariboo,875736,25889,Canada,Gold,4/5/2017,Barkerville Gold Mines Ltd.,4348461,Gold,IM-17-058,Prefeas/Scoping,Yes,Surface,Extension,"9,906.98",BGM-TVX,0.484,0.654,>100,160.87,218.27,35.20%,23,,,"There are 6 results in the top 10. One result came previous to this one within the top ten, 4/5/2017, and so it was removed. Then, were two results on 4/12/2017 and 4/26/2017 were 1 and 15 days later and so both were removed as duplicates (as they could not stand alone as unique results). "
La Trinidad,913825,34181,Mexico,Gold,6/12/2017,Marlin Gold Mining Ltd.,4353107,Gold,17TRD52,Operating,Yes,In Pit,Extension,"1,882.76",MLN-TVX,0.611,0.816,>100,105.03,140.39,33.70%,26,*,3,"All other results were in the 10-100 M market cap group, and were more than month earlier except one. 19 days earlier there was a result reported by the company. "
Cariboo,879200,25889,Canada,Gold,4/12/2017,Barkerville Gold Mines Ltd.,4348461,Gold,IM-17-068,Commissioning,Yes,Surface,Exploration,"11,931.52",BGM-TVX,0.577,0.728,>100,191.69,243,26.30%,41,,,"There are 6 results in the top 10. One result came previous to this one within the top ten, 4/5/2017, and so it was removed. Then, were two results on 4/12/2017 and 4/26/2017 were 1 and 15 days later and so both were removed as duplicates (as they could not stand alone as unique results). "
Sugar Zone,897373,30966,Canada,Gold,5/8/2017,Harte Gold Corporation,4350953,Gold,WZ-17-133,Preproduction,Yes,Surface,Extension,"5,225.76",HRT-TSX,0.438,0.55,>100,196.82,249.42,25.50%,43,*,4,One other result came afterwards and 12 days earlier here was another result reported by the company. 
Hera,876337,32802,Australia,Gold,4/6/2017,Aurelia Metals Limited,4355535,Gold,HRUD419,Operating,No,Surface,Infill,"9,263.75",AMI-ASX,0.174,0.146,>10 - 100,75.11,62.78,-16.40%,678,,,
Namdini,902510,51169,Ghana,Gold,5/18/2017,Cardinal Resources Limited,4353801,Gold,NMDD067,Prefeas/Scoping,Yes,Surface,Extension,"5,150.01",CDV-ASX,0.364,0.453,>100,127.4,158.75,24.60%,47,,6,
Cariboo,898440,25889,Canada,Gold,5/9/2017,Barkerville Gold Mines Ltd.,4348461,Gold,IM-17-093,Commissioning,Yes,Surface,Extension,"7,490.00",BGM-TVX,0.701,0.863,>100,235.09,330.01,23.20%,50,[2] *,7,"Over three weeks after the 4/11/2017 result, there were two share price gains. The 5/9/2017 result was higher ranked and kept and the 5/3/2017 result was removed. "
Sanbrado,913045,37805,Burkina Faso,Gold,6/7/2017,West African Resources Limited,4355316,Gold,TAN17-DD111,Feasibility Complete,Yes,Surface,Extension,"47,206.97",WAF-ASX,0.222,0.273,>100,107.33,132.22,23.20%,51,,8,One other result was more than a month earlier. 
Cascabel,939937,40393,Ecuador,Copper,6/29/2017,Cornerstone Capital Resources Inc.,4349523,Gold,CSD-17-023R,Target Outline,Yes,Surface,Extension,"59,673.26",CGP-TVX,0.345,0.421,>100,102.62,236.75,22.10%,57,,9,"All other results were in the 10-100 M market cap group, and were more than month earlier."
Cariboo,895962,25889,Canada,Gold,5/3/2017,Barkerville Gold Mines Ltd.,4348461,Gold,CM-17-011,Commissioning,Yes,Surface,Exploration,"4,934.98",BGM-TVX,0.728,0.883,>100,243,337.47,21.20%,62,,,"Over three weeks after the 4/11/2017 result, there were two share price gains. The 5/9/2017 result was higher ranked and kept and the 5/3/2017 result was removed. "
Boto,910788,28996,Senegal,Gold,5/31/2017,IAMGOLD Corporation,4351155,Gold,DBDD-2266 Ext,Prefeas/Scoping,Yes,Surface,Extension,"14,171.85",IMG-TSX,4.27,5.038,>100,"1,983.77","2,340.92",18.00%,72,*,10,"No other results in the top ten, but 16 and 20 days earlier there were other results reported. "
Curraghinalt,909786,25825,United Kingdom,Gold,5/31/2017,Dalradian Resources Inc.,4358589,Gold,17-CT-423,Feasibility Complete,Yes,Underground,Extension,"5,522.32",DNA-TSX,1.069,1.25,>100,268.16,314.03,16.90%,78,,,Over a month earlier there was another result. 
Fifteen Mile Stream,874027,26094,Canada,Gold,4/3/2017,Atlantic Gold Corporation,4354510,Gold,FMS-17-076,Prefeas/Scoping,Yes,Surface,Definition,"8,072.82",AGB-TVX,0.892,1.043,>100,155.57,180.81,16.90%,80,,,All other results came afterwards. 
Murchison,901063,26727,Australia,Gold,5/16/2017,Musgrave Minerals Limited,4352640,Gold,17MORC056,Operating,No,Surface,Infill,"3,791.01",MGV-ASX,0.067,0.055,>10 - 100,12.02,12.18,-17.10%,688,,,
Halfmile-Stratmat,916841,27305,Canada,Zinc,6/14/2017,Trevali Mining Corporation,4354970,Zinc,HK16-56A,Prefeas/Scoping,Yes,Surface,Extension,"30,205.59",TV-TSX,0.87,1.006,>100,351,406.6,15.70%,87,,,
Castle Mountain,901299,25452,USA,Gold,5/16/2017,NewCastle Gold Ltd.,4399786,Gold,CMM-175C,Prefeas/Scoping,Yes,Surface,Definition,"18,735.71",NCA-TSX,0.578,0.667,>100,107.58,124.06,15.30%,88,,,
James Bay,930223,37610,Canada,Lithium,6/27/2017,Galaxy Resources Limited,4350320,Lithium,JBL17-11,Feasibility,Yes,Surface,Extension,"7,970.40",GXY-ASX,1.256,1.442,>100,496.17,569.96,14.90%,90,,,
El Castillo,911019,30516,Mexico,Gold,6/1/2017,Argonaut Gold Inc.,4348750,Gold,17-CA-767,Operating,Yes,Surface,Extension,"3,944.65",AR-TSX,1.421,1.632,>100,251.52,288.82,14.80%,91,,,
Back River,916388,26889,Canada,Gold,6/13/2017,Sabina Gold & Silver Corp.,4353959,Gold,17GSE513,Feasibility Complete,Yes,Surface,Extension,"2,289.67",SBB-TSX,1.347,1.54,>100,301.13,344.32,14.30%,96,,,
Goldlund,887357,26070,Canada,Gold,4/25/2017,First Mining Finance Corp.,4586283,Gold,GL-17-21,Reserves Development,No,Surface,Infill,"7,552.44",FF-TSX,0.467,0.527,>100,238.11,269.09,12.90%,103,,,
Castle Mountain,911781,25452,USA,Gold,6/2/2017,NewCastle Gold Ltd.,4399786,Gold,CMM-079,Prefeas/Scoping,Yes,Surface,Exploration,"8,053.15",NCA-TSX,0.653,0.733,>100,121.39,136.38,12.40%,108,,,
Castle Mountain,877582,25452,USA,Gold,4/10/2017,NewCastle Gold Ltd.,4399786,Gold,CMM-195,Prefeas/Scoping,Yes,In Pit,Definition,"38,270.17",NCA-TSX,0.612,0.687,>100,112.79,126.65,12.30%,109,,,
Goldlund,894638,26070,Canada,Gold,5/2/2017,First Mining Finance Corp.,4586283,Gold,GL-17-084,Reserves Development,No,Surface,Infill,"6,185.79",FF-TSX,0.461,0.517,>100,235.18,263.88,12.10%,112,,,
Curraghinalt,889008,25825,United Kingdom,Gold,4/26/2017,Dalradian Resources Inc.,4358589,Gold,17-CT-406b,Feasibility Complete,No,Underground,Infill,"2,054.41",DNA-TSX,0.911,1.022,>100,228.1,256.19,12.10%,113,,,
Sandstone,912703,28695,Australia,Gold,6/7/2017,Middle Island Resources Limited,4352272,Gold,MSDD156,Prefeas/Scoping,Yes,Surface,Extension,"23,969.08",MDI-ASX,0.016,0.013,<10,9.26,7.56,-18.30%,701,,,
Lewis Ponds,888732,28320,Australia,Gold,4/26/2017,Ardea Resources Limited,4432294,Zinc,ALD0002,Reserves Development,No,Surface,Metallurgical,"4,042.86",ARL-ASX,0.514,0.42,>10 - 100,31.87,26.01,-18.40%,706,,,
Dalgaranga,885660,29405,Australia,Gold,4/20/2017,Gascoyne Resources Limited,4350345,Gold,DGRC337,Construction Planned,Yes,Surface,Extension,"1,827.82",GCY-ASX,0.409,0.333,>100,154.34,125.5,-18.70%,708,,,
Windfall Lake,900498,30439,Canada,Gold,5/11/2017,Osisko Mining Inc.,4404986,Gold,OSK-W-17-827,Prefeas/Scoping,No,Surface,Extension,423.104,OSK-TSX,3.2,3.554,>100,594.22,659.98,11.10%,127,,,
Fifteen Mile Stream,892915,26094,Canada,Gold,5/1/2017,Atlantic Gold Corporation,4354510,Gold,FMS-17-104,Prefeas/Scoping,Yes,Surface,Extension,"4,512.42",AGB-TVX,1.068,1.182,>100,186.78,206.01,10.70%,131,,,
Cochrane Hill,892949,26092,Canada,Gold,5/1/2017,Atlantic Gold Corporation,4354510,Gold,CH-17-141,Feasibility Started,Yes,Surface,Extension,"2,355.84",AGB-TVX,1.068,1.182,>100,186.78,206.01,10.70%,131,,,
