propertyName,intervalIdent,countryName,holeID,reportDate,reportingComp,stage,significantInterval,surfaceUnder,purpose,exchg,date1,date20,marketCapRange,marketCap1,marketCap20,within21,Rank,gainPercent,change
Red Hill,811703,USA,AV-4C,2/7/2017,NuLegacy Gold Corporation,Target Outline,No,Surface,Extension,NUG-TVX,0.26,0.2,>10 - 100,76.93,58.13,FALSE,716,-24,decrease
Madison,861940,USA,C17-03,3/21/2017,Broadway Gold Mining Ltd.,Target Outline,Yes,Surface,Extension,BRD-TVX,1.2,0.88,>10 - 100,39.75,29.06,FALSE,727,-26,decrease
Mexican Hat,848449,USA,GMV 2016-11,2/27/2017,GMV Minerals Inc.,Reserves Development,Yes,Surface,Extension,GMV-TVX,0.39,0.28,>10 - 100,12.6,9.2,FALSE,728,-26,decrease
Geita,792299,Tanzania,MRC017,1/12/2017,Tanga Resources Limited,Target Outline,No,Surface,Extension,TRL-ASX,0.04,0.03,>10 - 100,14.43,10.37,FALSE,736,-28,decrease
Lac Surprise,853803,Canada,BP-17-04,3/9/2017,Northern Superior Resources Inc.,Target Outline,No,Surface,Exploration,SUP-TVX,0.05,0.04,>10 - 100,16.56,11.9,FALSE,737,-28,decrease
Goongarrie Lady,825283,Australia,GLRC1603,2/14/2017,Intermin Resources Limited,Feasibility Started,Yes,Surface,Extension,IRC-ASX,0.08,0.07,>10 - 100,15.91,14.61,FALSE,516,-8,decrease
Kenora,859282,Canada,KG17-08,3/15/2017,Canstar Resources Inc.,Target Outline,No,Surface,Exploration,ROX-TVX,0.14,0.09,>10 - 100,14.13,9.18,FALSE,746,-34,decrease
Rothsay,810993,Australia,RYDD012,2/6/2017,Egan Street Resources Limited,Feasibility Started,No,Surface,Infill,EGA-ASX,0.18,0.17,>10 - 100,10.59,9.7,FALSE,526,-8,decrease
Niangouela,792850,Burkina Faso,NG_RAB_1.11.2017,1/11/2017,Nexus Gold Corp.,Target Outline,No,Surface,Exploration,NXS-TVX,0.09,0.22,<10,8.49,21.56,FALSE,3,140,increase
Silverton,789160,USA,OS-2,1/9/2017,Orogen Gold Plc,Exploration,No,Surface,Exploration,ORE-AIMLSE,0.03,0.06,<10,0.97,1.97,FALSE,8,103,increase
Triumph,801894,Australia,TDH098,1/24/2017,Metal Bank Limited,Target Outline,No,Surface,Extension,MBK-ASX,0.02,0.02,>10 - 100,17.28,15.79,FALSE,529,-8,decrease
Ox Mountains,788469,Ireland,3382-008,1/3/2017,Playfair Mining Ltd.,Target Outline,No,Surface,Exploration,PLY-TVX,0.04,0.07,<10,2.29,3.46,FALSE,27,51,increase
Horn Island,796931,Australia,16CH012_003,1/18/2017,Alice Queen Limited,Target Outline,No,Surface,Exploration,AQX-ASX,0.02,0.02,<10,2.9,2.69,FALSE,532,-8,decrease
Gnaweeda,805400,Australia,TBRC104,1/27/2017,Doray Minerals Limited,Prefeas/Scoping,Yes,Surface,Extension,DRM-ASX,0.35,0.32,>100,124.09,112.66,FALSE,536,-9,decrease
Surprise Creek,809218,Canada,SC-2,2/2/2017,Great Bear Resources Limited,Exploration,Yes,Surface,Exploration,GBR-TVX,0.14,0.18,<10,1.68,2.22,FALSE,53,32,increase
Warrentinna,852429,Australia,WTR038,3/8/2017,Greatland Gold Plc,Target Outline,No,Surface,Extension,GGP-AIMLSE,0,0,<10,7.49,6.79,FALSE,538,-9,decrease
Coolgardie,815301,Australia,PGCL0056,2/13/2017,Primary Gold Limited,Feasibility Started,Yes,In Pit,Exploration,PGO-ASX,0.07,0.06,>10 - 100,38.29,34.72,FALSE,540,-9,decrease
Boorara,866635,Australia,BODH028,3/28/2017,MacPhersons Resources Limited,Feasibility Started,No,Surface,Extension,MRP-ASX,0.21,0.19,>10 - 100,67.67,61.35,FALSE,541,-9,decrease
Lone Star,799322,Canada,LS16-70,1/19/2017,Klondike Gold Corp.,Reserves Development,Yes,Surface,Extension,KG-TVX,0.13,0.16,<10,7.02,8.82,FALSE,80,25,increase
Jaurdi,825297,Australia,JD17C69,2/14/2017,Beacon Minerals Limited,Target Outline,Yes,Surface,Extension,BCN-ASX,0.02,0.01,>10 - 100,25.14,22.71,FALSE,547,-9,decrease
Davyhurst,843465,Australia,CNRC097,2/20/2017,Eastern Goldfields Limited,Feasibility Started,Yes,Surface,Extension,EGS-ASX,0.26,0.24,>100,130.46,117.17,FALSE,555,-10,decrease
Davyhurst,813372,Australia,LOID007,2/9/2017,Eastern Goldfields Limited,Feasibility Started,No,Surface,Extension,EGS-ASX,0.3,0.27,>100,147.2,132.16,FALSE,557,-10,decrease
Blockhouse,849606,Canada,BH?17?01,2/28/2017,Genius Properties Ltd.,Target Outline,No,Surface,Exploration,GNI-CNQ,0.1,0.12,<10,1.87,2.26,FALSE,103,20,increase
Tlamino,827665,Serbia,Channel 2,1/9/2017,MedGold Resources Corporation,Exploration,Yes,Surface,Exploration,MED-TVX,0.12,0.14,<10,8.79,9.83,FALSE,109,19,increase
Ladner,805259,Canada,LCU16 CHN02,1/24/2017,New Carolin Gold Corporation,Reserves Development,Yes,Underground,Exploration,LAD-TVX,0.05,0.06,<10,8.59,10.4,FALSE,124,17,increase
Ogden,792192,Canada,TOG-16-48,1/11/2017,Metals Creek Resources Corporation,Target Outline,Yes,Surface,Extension,MEK-TVX,0.05,0.06,<10,2.21,2.59,FALSE,125,17,increase
Murchison,806319,Australia,16MODD002,1/30/2017,Musgrave Minerals Limited,Operating,Yes,Surface,Extension,MGV-ASX,0.06,0.05,>10 - 100,10.06,8.97,FALSE,569,-10,decrease
Katanning,792859,Australia,BSRC0729,1/12/2017,Ausgold Limited,Prefeas/Scoping,Yes,Surface,Extension,AUC-ASX,0.03,0.02,<10,9.81,8.74,FALSE,570,-10,decrease
Clone,807720,Canada,CL16-07,2/1/2017,Silver Grail Resources Ltd.,Target Outline,Yes,Surface,Extension,SVG-TVX,0.05,0.06,<10,1.17,1.32,FALSE,154,13,increase
Katanning,795612,Australia,BSRC0731,1/17/2017,Ausgold Limited,Prefeas/Scoping,No,Surface,Extension,AUC-ASX,0.03,0.03,<10,9.95,8.83,FALSE,578,-11,decrease
Urban,793079,Canada,BLR-16-08,1/12/2017,Beaufield Resources Inc.,Reserves Development,No,Surface,Extension,BFD-TVX,0.07,0.08,<10,9.19,10.35,FALSE,162,12,increase
Byalo,789977,Bulgaria,CDD-001,1/9/2017,Mundoro Capital Inc.,Target Outline,Yes,Surface,Exploration,MUN-TVX,0.1,0.11,<10,5.13,5.76,FALSE,168,12,increase
Hodine,861955,Egypt,TDAND-04,3/22/2017,Stratex International Plc,Reserves Development,Yes,Surface,Exploration,STI-AIMLSE,0.02,0.02,<10,9.92,10.97,FALSE,190,10,increase
Boundiali,794799,Cote d'Ivoire,BDAC0207,1/16/2017,Apollo Consolidated Limited,Target Outline,Yes,Surface,Extension,AOP-ASX,0.06,0.07,<10,9.63,10.62,FALSE,194,10,increase
Woodlark Island,860920,Papua New Guinea,KU17RC009,3/21/2017,Kula Gold Limited,Feasibility Complete,Yes,Surface,Extension,KGD-ASX,0.02,0.02,<10,5.68,6.23,FALSE,202,9,increase
Curara Well,800670,Australia,CWRC005,1/23/2017,Venus Metals Corporation Limited,Exploration,No,Surface,Exploration,VMC-ASX,0.12,0.1,<10,8.15,7.22,FALSE,589,-11,decrease
Carlow Castle,862203,Australia,ARC005,3/22/2017,Artemis Resources Limited,Reserves Development,Yes,Surface,Extension,ARV-ASX,0.08,0.07,>10 - 100,23.67,20.9,FALSE,594,-11,decrease
Doulnia,799909,Burkina Faso,KRC303,1/20/2017,Vital Metals Limited,Target Outline,Yes,Surface,Extension,VML-ASX,0.01,0.01,<10,7.19,7.72,FALSE,231,7,increase
Lefroy,858768,Australia,LEFA 47,3/9/2017,Lefroy Exploration Limited,Target Outline,Yes,Surface,Exploration,LEX-ASX,0.17,0.15,>10 - 100,10.94,9.63,FALSE,598,-12,decrease
Lake Roe,849113,Australia,BBRC0231,3/1/2017,Breaker Resources NL,Target Outline,Yes,Surface,Extension,BRB-ASX,0.43,0.38,>10 - 100,56.45,49.62,FALSE,601,-12,decrease
Aphrodite,788455,Australia,APDM0006,1/5/2017,Aphrodite Gold Limited,Prefeas/Scoping,No,Surface,Metallurgical,AQQ-ASX,0.01,0.01,<10,9.8,8.57,FALSE,605,-12,decrease
Los Domos,850777,Chile,LD00356,3/3/2017,Equus Mining Limited,Exploration,No,Surface,Extension,EQE-ASX,0.01,0.01,<10,5.27,5.32,FALSE,328,0,same
Edie Creek,812176,Papua New Guinea,EDD 024,2/8/2017,Niuminco Group Limited,Operating,Yes,Surface,Extension,NIU-ASX,0,0,<10,6.98,7.04,FALSE,330,0,same
Yandal,868342,Australia,EWAC0053,3/30/2017,Echo Resources Limited,Feasibility Complete,Yes,In Pit,Extension,EAR-ASX,0.14,0.12,>10 - 100,52.49,45.89,FALSE,606,-12,decrease
Carlow Castle,864356,Australia,ARC008,3/27/2017,Artemis Resources Limited,Reserves Development,Yes,Surface,Extension,ARV-ASX,0.08,0.07,>10 - 100,22.31,19.57,FALSE,609,-12,decrease
Los Andes,862609,Nicaragua,QZP-002,3/16/2017,Royal Road Minerals Limited,Target Outline,No,Surface,Exploration,RYR-TVX,0.07,0.07,<10,6.87,8.5,FALSE,342,0,same
East-West,812972,Canada,6146,2/8/2017,Knick Exploration Inc.,Target Outline,Yes,Surface,Extension,KNX-TVX,0.05,0.05,<10,5.07,5.05,FALSE,365,0,same
Alder Mountain,799609,USA,SURDH#6,1/19/2017,Transatlantic Mining Corporation,Commissioning,Yes,Surface,Extension,TCO-TVX,0.27,0.27,<10,5.76,5.72,FALSE,370,0,same
Woodlark Island,859321,Papua New Guinea,KU17RD004,3/16/2017,Kula Gold Limited,Feasibility Complete,Yes,Surface,Extension,KGD-ASX,0.02,0.02,<10,6.34,6.3,FALSE,373,0,same
Redcliffe,789172,Australia,NBDD002,1/10/2017,NTM Gold Limited,Feasibility Started,Yes,In Pit,Extension,NTM-ASX,0.05,0.05,>10 - 100,13.32,11.61,FALSE,610,-12,decrease
Gowganda,849828,Canada,TMH-17-023,3/1/2017,Transition Metals Corp.,Exploration,No,Surface,Exploration,XTM-TVX,0.14,0.14,<10,4.6,4.56,FALSE,381,0,same
Los Domos,870721,Chile,LD00400,3/31/2017,Equus Mining Limited,Exploration,No,Surface,Exploration,EQE-ASX,0.01,0.01,<10,5.33,5.23,FALSE,397,-1,decrease
Binduli North,811662,Australia,JFRC1608,2/7/2017,Intermin Resources Limited,Preproduction,Yes,Surface,Extension,IRC-ASX,0.08,0.07,>10 - 100,16.66,14.48,FALSE,615,-13,decrease
Triumph,865046,Australia,MB_DR2_.3.27.2017,3/22/2017,Metal Bank Limited,Target Outline,Yes,Surface,Exploration,MBK-ASX,0.02,0.02,>10 - 100,14.84,12.78,FALSE,622,-13,decrease
Cooks Creek,811455,USA,CC16-8A,2/6/2017,NV Gold Corporation,Exploration,No,Surface,Exploration,NVX-TVX,0.16,0.15,<10,3.68,3.57,FALSE,438,-3,decrease
Warrawoona,789236,Australia,KKC008,1/9/2017,Keras Resources Plc,Reserves Development,Yes,Surface,Extension,KRS-AIMLSE,0.01,0.01,<10,8.92,8.54,FALSE,633,-14,decrease
Garsay,791068,Burkina Faso,GSRAB15-10,1/9/2017,Parallel Mining Corp.,Target Outline,Yes,Surface,Exploration,PAL-TVX,0.07,0.07,<10,2.17,2.06,FALSE,457,-4,decrease
La Golondrina,791156,Colombia,GOL-16-02,1/9/2017,Royal Road Minerals Limited,Target Outline,No,Surface,Extension,RYR-TVX,0.07,0.07,<10,4.79,4.57,FALSE,457,-4,decrease
Mexican Hat,866890,USA,GMV 2016-11,3/28/2017,GMV Minerals Inc.,Reserves Development,No,Surface,Extension,GMV-TVX,0.27,0.26,<10,8.72,8.3,FALSE,460,-4,decrease
Brett,853987,Canada,2016-1,3/9/2017,Ximen Mining Corp.,Target Outline,No,Surface,Extension,XIM-TVX,0.07,0.06,<10,4.87,4.63,FALSE,464,-4,decrease
Bulago,863850,Papua New Guinea,BUL002,3/24/2017,Frontier Resources Limited,Target Outline,No,Surface,Exploration,FNT-ASX,0.04,0.03,<10,2.48,2.35,FALSE,467,-5,decrease
Rabbit North Regional,791018,Canada,RN-010,1/10/2017,Tower Resources Limited,Target Outline,No,Surface,Extension,TWR-TVX,0.12,0.11,<10,7.7,7.27,FALSE,480,-5,decrease
Mt Holland - Gold,801375,Australia,KEGR112,1/23/2017,Kidman Resources Limited,Prefeas/Scoping,No,Surface,Extension,KDR-ASX,0.42,0.36,>100,133.58,113.92,FALSE,636,-14,decrease
Jaurdi,848025,Australia,GC02,2/27/2017,Beacon Minerals Limited,Target Outline,Yes,Surface,Extension,BCN-ASX,0.02,0.02,>10 - 100,31.03,26.45,FALSE,638,-14,decrease
Triumph,795574,Australia,TDH089,1/17/2017,Metal Bank Limited,Target Outline,No,Surface,Extension,MBK-ASX,0.03,0.02,>10 - 100,18.64,15.78,FALSE,646,-15,decrease
Battle Mountain Ridge Claims,805313,USA,#16-2,1/26/2017,Waseco Resources Inc.,Reserves Development,No,Surface,Extension,WRI-TVX,0.05,0.05,<10,2.15,2,FALSE,496,-7,decrease
Stawell Corridor,794642,Australia,IAC058,1/16/2017,Navarre Minerals Limited,Target Outline,No,Surface,Extension,NML-ASX,0.04,0.03,<10,6.51,5.35,FALSE,675,-17,decrease
Nelligan,858727,Canada,NE-16-49,3/14/2017,Vanstar Mining Resources Inc.,Target Outline,Yes,Surface,Extension,VSR-TVX,0.09,0.08,<10,3.26,3.08,FALSE,523,-8,decrease
Davyhurst,845238,Australia,DRC420D,2/22/2017,Eastern Goldfields Limited,Feasibility Started,Yes,Underground,Extension,EGS-ASX,0.28,0.23,>100,139.92,113.96,FALSE,680,-18,decrease
Lignum Dam,806401,Australia,KNAC032,1/30/2017,Mithril Resources Limited,Target Outline,Yes,Surface,Extension,MTH-ASX,0,0,<10,2.59,2.11,FALSE,683,-18,decrease
Stawell Corridor,843460,Australia,IAC102,2/20/2017,Navarre Minerals Limited,Target Outline,No,Surface,Extension,NML-ASX,0.04,0.04,<10,7.6,6.17,FALSE,686,-18,decrease
Bruner,797763,USA,B1608,1/17/2017,Canamex Resources Corp.,Prefeas/Scoping,No,Surface,Infill,CSQ-TVX,0.1,0.09,<10,4.03,3.59,FALSE,572,-10,decrease
Lingman Lake,792102,Canada,87-15,1/11/2017,Signature Resources Limited,Reserves Development,No,Surface,Extension,SGU-TVX,0.09,0.08,<10,6.11,5.44,FALSE,577,-11,decrease
Ives Find,867535,Australia,IFRC005,3/29/2017,Great Western Exploration Limited,Target Outline,Yes,Surface,Exploration,GTE-ASX,0.01,0.01,<10,6.61,5.52,FALSE,695,-19,decrease
Burbanks,855050,Australia,BBRC246,3/14/2017,Barra Resources Limited,Prefeas/Scoping,Yes,Surface,Exploration,BAR-ASX,0.07,0.05,>10 - 100,27.75,21.57,FALSE,708,-22,decrease
Lac Villebon,805251,Canada,LV16-003,1/23/2017,Aldever Resources Inc.,Target Outline,No,Surface,Exploration,ALD-TVX,0.06,0.05,<10,1.67,1.48,FALSE,590,-11,decrease
Citadel,795629,Australia,16ACC0061,1/16/2017,Antipa Minerals Limited,Reserves Development,No,Surface,Extension,AZY-ASX,0.02,0.01,>10 - 100,21.1,16.24,FALSE,709,-23,decrease
Shovelnose,796003,Canada,SN16-07,1/17/2017,Westhaven Ventures Inc.,Target Outline,Yes,Surface,Extension,WHN-TVX,0.08,0.07,<10,4.18,3.58,FALSE,630,-14,decrease
South Laverton-Carosue Dam,844119,Australia,KRRD137,2/21/2017,Saracen Mineral Holdings Limited,Operating,Yes,In Pit,Extension,SAR-ASX,0.98,0.74,>100,793.96,599.95,FALSE,717,-24,decrease
Brik,849882,USA,BK1602,3/1/2017,Logan Resources Ltd.,Target Outline,Yes,Surface,Exploration,LGR-TVX,0.08,0.07,<10,3.4,2.89,FALSE,641,-15,decrease
Thunderbox,843933,Australia,TBDD0103,2/21/2017,Saracen Mineral Holdings Limited,Operating,Yes,Underground,Extension,SAR-ASX,0.98,0.74,>100,793.96,599.95,FALSE,717,-24,decrease
Kathleen Valley,860753,Australia,KVRC0015,3/20/2017,Liontown Resources Limited,Residual Production,Yes,Surface,Extension,LTR-ASX,0.02,0.01,>10 - 100,19.04,13.38,FALSE,739,-29,decrease
Wiluna,862594,Australia,WUDD0003,3/23/2017,Blackham Resources Limited,Satellite,No,Surface,Infill,BLK-ASX,0.45,0.28,>100,153.19,93.8,FALSE,751,-38,decrease
Ives Find,835086,Australia,IFRC066,2/15/2017,Great Western Exploration Limited,Target Outline,Yes,Surface,Exploration,GTE-ASX,0.02,0.01,>10 - 100,12.3,6.99,FALSE,754,-43,decrease
Obalski,860228,Canada,OB-17-02,3/16/2017,TomaGold Corporation,Exploration,Yes,Underground,Extension,LOT-TVX,0.09,0.07,<10,9.46,7.42,FALSE,701,-21,decrease
Montalembert,868295,Canada,D110069,3/30/2017,Enforcer Gold Corp.,Exploration,Yes,Surface,Extension,VEIN-TVX,0.19,0.15,<10,7.77,6,FALSE,711,-23,decrease
Neita,807873,Dominican Republic,DCZ 16-46,2/1/2017,Unigold Inc.,Reserves Development,Yes,Surface,Extension,UGD-TVX,0.19,0.14,<10,8.76,6.42,FALSE,725,-26,decrease
Pine Grove,813514,USA,WL-114,2/9/2017,Goldcliff Resource Corporation,Prefeas/Scoping,Yes,Surface,Extension,GCN-TVX,0.2,0.14,<10,3.75,2.71,FALSE,734,-27,decrease
Brett,860778,Canada,2016-2,3/20/2017,Ximen Mining Corp.,Target Outline,No,Surface,Extension,XIM-TVX,0.07,0.05,<10,4.91,3.64,FALSE,735,-27,decrease
Ashley,802686,Canada,A011,1/24/2017,Prosper Gold Corp.,Target Outline,No,Surface,Exploration,PGX-TVX,0.14,0.1,<10,6.8,4.86,FALSE,738,-28,decrease
Juan de Herrera,799336,Dominican Republic,GR16-11,1/19/2017,Precipitate Gold Corp.,Target Outline,No,Surface,Extension,PRG-TVX,0.13,0.09,<10,9.51,6.67,FALSE,740,-29,decrease
Homase,805324,Ghana,16HMDD-0001,1/26/2017,GoldStone Resources Limited,Reserves Development,No,Surface,Extension,GRL-AIMLSE,0.03,0.02,<10,2.64,1.66,FALSE,749,-37,decrease
Yardilla,800003,Australia,YRDH-003A,1/20/2017,MRG Metals Limited,Target Outline,No,Surface,Discovery,MRQ-ASX,0.02,0.01,<10,6.78,3.67,FALSE,755,-45,decrease
Tuscarora,711334,USA,16TSRC-010,10/12/2016,Novo Resources Corporation,Target Outline,Yes,Surface,Extension,NVO-TVX,1.1276,1.0164,>100,101.11,94.55,FALSE,470,-9,decrease
Marigold,724753,USA,MRA6342,11/7/2016,Silver Standard Resources Inc.,Operating,Yes,Surface,Extension,SSRM-TSX,11.4318,9.6359,>100,1364.37,1150.54,FALSE,564,-15,decrease
